expression_bin	bin_median	UMEND	parent_id	pct_accurately_measured	n_genes_in_bin	expression_bin_label
(0,1]	0	897386.4	TH_Eval_018	0.004634007944013618	10574	0-1 (n=10574)
(0,1]	0	964752.75	TH_Eval_016	0.0070284761973770015	13801	0-1 (n=13801)
(0,1]	0	966290.05	TH_Eval_015	0.008361988121287902	12796	0-1 (n=12796)
(0,1]	0	968801.745	TH_Eval_019	0.007402837754472548	12968	0-1 (n=12968)
(0,1]	0	969044.31	TH_Eval_014	0.008004074801717238	13743	0-1 (n=13743)
(0,1]	4	3850360.41	TH_Eval_016	0.030360118831968697	13801	0-1 (n=13801)
(0,1]	4	3989494.615	TH_Eval_019	0.026603948180135718	12968	0-1 (n=12968)
(0,1]	4	4006874.005	TH_Eval_015	0.031025320412628947	12796	0-1 (n=12796)
(0,1]	4	4022359.965	TH_Eval_014	0.03121589172669723	13743	0-1 (n=13743)
(0,1]	4	4038616.96	TH_Eval_018	0.026290902212975222	10574	0-1 (n=10574)
(0,1]	8	7754740.725	TH_Eval_016	0.05115571335410477	13801	0-1 (n=13801)
(0,1]	8	7973217.99	TH_Eval_014	0.061631375973222734	13743	0-1 (n=13743)
(0,1]	8	8017311.505	TH_Eval_015	0.051344170053141604	12796	0-1 (n=12796)
(0,1]	8	8032662	TH_Eval_019	0.0560610734114744	12968	0-1 (n=12968)
(0,1]	8	8047283.115	TH_Eval_018	0.04832608284471345	10574	0-1 (n=10574)
(0,1]	12	11590923.45	TH_Eval_016	0.07412506340120281	13801	0-1 (n=13801)
(0,1]	12	11889324.99	TH_Eval_014	0.08193262024303281	13743	0-1 (n=13743)
(0,1]	12	12000172.32	TH_Eval_019	0.07965761875385564	12968	0-1 (n=12968)
(0,1]	12	12007425.805	TH_Eval_018	0.06686211462076792	10574	0-1 (n=10574)
(0,1]	12	12047860.87	TH_Eval_015	0.07627383557361675	12796	0-1 (n=12796)
(0,1]	16	15450346	TH_Eval_016	0.08122599811607854	13801	0-1 (n=13801)
(0,1]	16	15906303	TH_Eval_015	0.09393560487652391	12796	0-1 (n=12796)
(0,1]	16	15987080.665	TH_Eval_018	0.08747872139209381	10574	0-1 (n=10574)
(0,1]	16	15988293	TH_Eval_019	0.08590376310919186	12968	0-1 (n=12968)
(0,1]	16	15997868.72	TH_Eval_014	0.09561231172233137	13743	0-1 (n=13743)
(0,1]	20	19318564.015	TH_Eval_016	0.11310774581552062	13801	0-1 (n=13801)
(0,1]	20	19958188.32	TH_Eval_015	0.12089715536105033	12796	0-1 (n=12796)
(0,1]	20	19974189.76	TH_Eval_014	0.12464527395765117	13743	0-1 (n=13743)
(0,1]	20	19977471.635	TH_Eval_018	0.11480991110270475	10574	0-1 (n=10574)
(0,1]	20	19990852.56	TH_Eval_019	0.10710980876002468	12968	0-1 (n=12968)
(0,1]	24	23185251.405	TH_Eval_016	0.12817911745525687	13801	0-1 (n=13801)
(0,1]	24	23900691.655	TH_Eval_018	0.12020049177227161	10574	0-1 (n=10574)
(0,1]	24	23974325.24	TH_Eval_014	0.130466419267991	13743	0-1 (n=13743)
(0,1]	24	23990511.24	TH_Eval_019	0.12746761258482417	12968	0-1 (n=12968)
