expression_bin	bin_median	UMEND	parent_id	pct_accurately_measured	n_genes_in_bin	expression_bin_label
(0,1]	0	897386.4	TH_Eval_018	8.511443162473993e-4	10574	0-1 (n=10574)
(0,1]	0	964752.75	TH_Eval_016	0.001956379972465763	13801	0-1 (n=13801)
(0,1]	0	966290.05	TH_Eval_015	0.0021100343857455455	12796	0-1 (n=12796)
(0,1]	0	968801.745	TH_Eval_019	0.0022362739049969155	12968	0-1 (n=12968)
(0,1]	0	969044.31	TH_Eval_014	0.0022556938077566762	13743	0-1 (n=13743)
(0,1]	4	3850360.41	TH_Eval_016	0.008477646547351642	13801	0-1 (n=13801)
(0,1]	4	3989494.615	TH_Eval_019	0.00809685379395435	12968	0-1 (n=12968)
(0,1]	4	4006874.005	TH_Eval_015	0.010472022507033447	12796	0-1 (n=12796)
(0,1]	4	4022359.965	TH_Eval_014	0.009241068180164447	13743	0-1 (n=13743)
(0,1]	4	4038616.96	TH_Eval_018	0.008038585209003215	10574	0-1 (n=10574)
(0,1]	8	7754740.725	TH_Eval_016	0.015578581262227375	13801	0-1 (n=13801)
(0,1]	8	7973217.99	TH_Eval_014	0.02022847995343084	13743	0-1 (n=13743)
(0,1]	8	8017311.505	TH_Eval_015	0.016723976242575805	12796	0-1 (n=12796)
(0,1]	8	8032662	TH_Eval_019	0.01526835286859963	12968	0-1 (n=12968)
(0,1]	8	8047283.115	TH_Eval_018	0.01796860223188954	10574	0-1 (n=10574)
(0,1]	12	11590923.45	TH_Eval_016	0.02057821896963988	13801	0-1 (n=13801)
(0,1]	12	11889324.99	TH_Eval_014	0.028596376337044312	13743	0-1 (n=13743)
(0,1]	12	12000172.32	TH_Eval_019	0.027066625539790255	12968	0-1 (n=12968)
(0,1]	12	12007425.805	TH_Eval_018	0.026290902212975222	10574	0-1 (n=10574)
(0,1]	12	12047860.87	TH_Eval_015	0.028446389496717725	12796	0-1 (n=12796)
(0,1]	16	15450346	TH_Eval_016	0.027316861097021954	13801	0-1 (n=13801)
(0,1]	16	15906303	TH_Eval_015	0.04290403251015942	12796	0-1 (n=12796)
