gene	measurement	outlier_threshold1	percent_accurate_mean1	outlier_threshold2	percent_accurate_mean2	outlier_threshold3	percent_accurate_mean3	outlier_threshold4	percent_accurate_mean4
PREB	6.80980027755	7.01992571353912	NA	6.42518091201782	NA	NA	NA	6.41926288604736	NA
PREP	6.07489072013	6.17827862501144	NA	5.35144412517548	NA	NA	NA	5.72905361652374	NA
PRMT5	7.95093492831	7.15299659967422	NA	7.21925938129425	NA	NA	NA	7.24502635002136	NA
PRPF3	7.17412673742	7.6836239695549	NA	6.89592969417572	NA	NA	NA	6.91241598129272	NA
PRPF31	8.40322510903	6.95518046617508	NA	7.12645578384399	NA	NA	NA	7.11486482620239	NA
PRPF40A	7.07948478383	6.88235569000244	NA	6.58722591400146	NA	NA	NA	7.02229428291321	NA
PSMA3-AS1	6.32409051604	7.63977068662643	NA	6.16358602046967	NA	NA	NA	6.30160117149353	NA
PSMA6	8.5689061545	8.4313023686409	NA	8.14459562301636	NA	NA	NA	8.10721278190613	NA
PSMB4	9.2816982501	9.80198585987091	NA	9.19515883922577	NA	NA	NA	9.20016551017761	NA
PSMB5	8.74052285835	8.19001632928848	NA	8.02056479454041	NA	NA	NA	8.1919686794281	NA
PSMC1	8.21499901884	8.09411543607712	NA	7.63592135906219	NA	NA	NA	7.93277168273926	NA
PSMC6	7.23830919344	7.36994481086731	NA	6.82377684116364	NA	NA	NA	6.99160957336426	NA
PSMD11	7.38266725275	7.00870949029922	NA	6.58370506763458	NA	NA	NA	6.90341258049011	NA
PSMD12	6.25209770304	5.89735007286072	NA	5.61395764350891	NA	NA	NA	5.67685282230377	NA
PSMD3	7.56346323668	7.5986300110817	NA	7.51199746131897	NA	NA	NA	7.53085112571716	NA
PSMD4	9.14870536149	8.98468488454819	NA	8.19300043582916	NA	NA	NA	8.33047413825989	NA
PSMD7	7.62263756654	7.27319997549057	NA	7.1593005657196	NA	NA	NA	7.10943245887756	NA
PSMG1	6.3883617684	7.25597113370895	NA	6.17406976222992	NA	NA	NA	6.34191465377808	NA
PSMG3	7.56529252058	7.97522675991058	NA	7.22066211700439	NA	NA	NA	7.21567797660828	NA
PTH1R	6.00292750206	7.86283257603645	NA	5.62722992897034	NA	NA	NA	5.82993996143341	NA
PTMA	11.4473828953	11.272308588028	NA	10.8444042205811	NA	NA	NA	11.8634586334229	NA
QPRT	7.75602251001	8.72435232996941	NA	7.03780555725098	NA	NA	NA	7.74613177776337	NA
RAD51C	6.24145887127	6.48554021120071	NA	5.98938131332397	NA	NA	NA	6.0726261138916	NA
RALA	6.60895705222	6.83417618274689	NA	6.43122136592865	NA	NA	NA	6.43251299858093	NA
RARS	6.90255600534	6.55003941059113	NA	5.82245969772339	NA	NA	NA	6.42661023139954	NA
RARS2	6.49377540846	6.13274258375168	NA	5.43923079967499	NA	NA	NA	6.03464794158936	NA
RBM28	6.80193464627	6.32504907250404	NA	5.9621570110321	NA	NA	NA	5.96926248073578	NA
RBM34	7.11696769451	7.20476138591766	NA	6.89135921001434	NA	NA	NA	6.8944399356842	NA
RBM8A	8.96436975029	8.39604967832565	NA	7.95456910133362	NA	NA	NA	8.33249664306641	NA
RDH14	5.77557736093	5.74293398857117	NA	5.00723540782928	NA	NA	NA	5.11536180973053	NA
REEP4	6.20789285164	6.54233378171921	NA	5.90813392400742	NA	NA	NA	6.05133104324341	NA
RHNO1	6.65821148275	6.51336389780045	NA	6.08371162414551	NA	NA	NA	6.49461197853088	NA
RNASEH1	5.77873424412	5.18601760268211	NA	4.87355095148087	NA	NA	NA	4.85004055500031	NA
RNF212	6.10118781526	10.7939214259386	NA	2.5851467102766	NA	NA	NA	3.17289887368679	NA
RNF25	6.52825874276	6.13094526529312	NA	6.16324830055237	NA	NA	NA	6.11642456054688	NA
RNF31	6.55043897761	6.72167176008224	NA	6.19398784637451	NA	NA	NA	6.1982114315033	NA
RP11-14P20.1	5.84849775539	0	NA	0	NA	NA	NA	0	NA
RP11-423H2.1	7.06899318861	6.48198986053467	NA	5.60982346534729	NA	NA	NA	6.33752715587616	NA
RP11-632C17__A.1	8.1332449831	7.01942864060402	NA	7.34351086616516	NA	NA	NA	7.27521026134491	NA
RP4-765C7.2	6.39848719002	2.45018977671862	NA	2.29615956544876	NA	NA	NA	2.90890365839005	NA
RP9	6.82718389582	5.8275979757309	NA	5.56722044944763	NA	NA	NA	5.95030438899994	NA
RPF2	6.08065766335	5.88828861713409	NA	5.14220058917999	NA	NA	NA	5.63439106941223	NA
RPL26L1	7.22901103701	7.02641475200653	NA	6.95394647121429	NA	NA	NA	7.11931467056274	NA
RPS6KB2	6.33252892811	6.6660943031311	NA	5.9528728723526	NA	NA	NA	6.11681461334229	NA
RRP36	7.11790278909	6.77486473321915	NA	6.53080487251282	NA	NA	NA	6.60264253616333	NA
RRP9	5.88313201566	5.79722493886948	NA	5.70002174377441	NA	NA	NA	5.74534678459167	NA
SAP25	8.75515464318	6.62358744442463	NA	4.87942185997963	NA	NA	NA	5.0310135781765	NA
SCFD1	6.5397791917	6.89292734861374	NA	6.20123767852783	NA	NA	NA	6.24705529212952	NA
SCNM1	7.57833494868	7.56725031137466	NA	7.04614329338074	NA	NA	NA	7.1320686340332	NA
SEC13	7.62804448262	8.78928655385971	NA	7.50583875179291	NA	NA	NA	7.49475622177124	NA
SEC23A	6.41835863488	7.7290620803833	NA	5.74692064523697	NA	NA	NA	6.23147571086884	NA
SEMA3A	5.80245174128	6.36979037895799	NA	3.81698255240917	NA	NA	NA	5.0235929787159	NA
SEMA4C	6.33860269035	7.06337386369705	NA	5.9420337677002	NA	NA	NA	6.02759504318237	NA
SEPT6	7.35887093969	7.49104398488998	NA	5.9772025346756	NA	NA	NA	7.03412699699402	NA
SETDB1	6.45680614923	7.0829097032547	NA	5.93026673793793	NA	NA	NA	6.30370759963989	NA
SF3A3	7.19810120932	7.17076420783997	NA	6.66247451305389	NA	NA	NA	6.92612314224243	NA
SF3B3	8.8489984304	8.58822268247604	NA	8.33789479732513	NA	NA	NA	8.64128351211548	NA
SF3B5	8.65738991258	8.71737694740295	NA	8.18192172050476	NA	NA	NA	8.30428504943848	NA
SF3B6	9.10071489524	8.09891778230667	NA	7.72499585151672	NA	NA	NA	8.0194251537323	NA
SKA2	7.60318122901	7.60066372156143	NA	7.34707129001617	NA	NA	NA	7.53577351570129	NA
SLC2A3	7.52450253745	8.15777653455734	NA	7.14740616083145	NA	NA	NA	7.07458567619324	NA
SLC4A1AP	5.74523733213	5.29170048236847	NA	5.50953805446625	NA	NA	NA	5.43629240989685	NA
SLC50A1	6.17971008387	7.03212738037109	NA	5.26990735530853	NA	NA	NA	5.52337205410004	NA
SLC5A6	6.1497471195	6.75445690751076	NA	5.74235868453979	NA	NA	NA	5.96051287651062	NA
SMARCE1	8.76470575419	8.45203626155853	NA	7.92785155773163	NA	NA	NA	8.37346792221069	NA
SMEK1	6.58901438523	7.05134177207947	NA	6.43822169303894	NA	NA	NA	6.53145003318787	NA
SNHG15	7.07841770165	7.69742262363434	NA	6.43393313884735	NA	NA	NA	6.60923671722412	NA
SNRPA1	6.74779018083	6.85172122716904	NA	6.2945808172226	NA	NA	NA	6.69280457496643	NA
SNRPC	8.75628944095	8.37789177894592	NA	8.21590459346771	NA	NA	NA	8.81934428215027	NA
SNRPD1	8.53900367427	8.05458873510361	NA	7.44976997375488	NA	NA	NA	8.09408617019653	NA
SNW1	6.48928602263	6.84520173072815	NA	6.3558247089386	NA	NA	NA	6.47588133811951	NA
SNX8	6.34713411376	6.97787320613861	NA	6.28700685501099	NA	NA	NA	6.33153295516968	NA
SPDL1	5.82984955984	6.11859911680222	NA	4.69600701332092	NA	NA	NA	5.43756365776062	NA
SRP54	7.20838069361	6.56109744310379	NA	6.09186446666718	NA	NA	NA	6.10691142082214	NA
SRP68	6.7592890159	6.90093225240707	NA	6.57587945461273	NA	NA	NA	6.58942317962646	NA
SS18	6.58300752721	6.90016430616379	NA	6.26101875305176	NA	NA	NA	6.51004528999329	NA
SSB	7.89445401282	8.31866204738617	NA	7.38610541820526	NA	NA	NA	7.61465072631836	NA
SSBP1	8.90992307712	8.20874798297882	NA	8.48317861557007	NA	NA	NA	8.51100993156433	NA
SSU72	7.98430451985	8.19014370441437	NA	7.75872492790222	NA	NA	NA	7.73064970970154	NA
STK19	6.00943675561	6.15127545595169	NA	5.87090814113617	NA	NA	NA	5.93823003768921	NA
STOML2	7.8745510869	7.81083261966705	NA	7.29654741287231	NA	NA	NA	7.64498329162598	NA
STRA6	5.75328361646	8.56061346083879	NA	3.35275176167488	NA	NA	NA	5.41871064901352	NA
STX4	7.0950804919	7.4476312994957	NA	6.68188571929932	NA	NA	NA	6.84889340400696	NA
SUPT16H	7.72478667745	7.64260053634644	NA	6.96523547172546	NA	NA	NA	7.2892005443573	NA
SUPT6H	6.39951292418	6.53565186262131	NA	6.22398197650909	NA	NA	NA	6.27772045135498	NA
SUPT7L	6.08321336825	6.45707869529724	NA	5.82610499858856	NA	NA	NA	5.8848443031311	NA
SYNCRIP	7.50755681372	7.29260241985321	NA	6.83078622817993	NA	NA	NA	7.2189245223999	NA
TAF11	6.47816289274	6.40391755104065	NA	5.61977469921112	NA	NA	NA	6.10634660720825	NA
TAF15	7.9233869155	7.88672858476639	NA	7.88368892669678	NA	NA	NA	8.09996438026428	NA
TARS2	6.33931557241	5.86779126524925	NA	5.57930171489716	NA	NA	NA	5.6606912612915	NA
TBRG4	7.13000418419	6.7227401137352	NA	6.59433794021606	NA	NA	NA	6.62520313262939	NA
TCOF1	6.74631276643	5.94808614253998	NA	4.7905740737915	NA	NA	NA	5.51226961612701	NA
TES	5.82731094395	9.79785895347595	NA	4.29811197519302	NA	NA	NA	5.81767159700394	NA
TFPT	6.9501184295	6.60606873035431	NA	6.46489799022675	NA	NA	NA	6.49822735786438	NA
THOC3	7.33109608376	6.64206957817078	NA	6.29246044158936	NA	NA	NA	6.94788765907288	NA
TIMM44	6.80064109733	7.54138475656509	NA	6.55092442035675	NA	NA	NA	6.64880633354187	NA
TIMM9	7.77945672463	7.16631978750229	NA	6.63903832435608	NA	NA	NA	6.82717204093933	NA
TM2D2	6.56651075586	7.18236631155014	NA	6.41002380847931	NA	NA	NA	6.44024753570557	NA
TMEM11	5.75542173473	6.45374488830566	NA	5.4175660610199	NA	NA	NA	5.45892548561096	NA
TMEM18	6.66106547981	6.44060087203979	NA	5.6045618057251	NA	NA	NA	5.83758759498596	NA
TMEM214	6.98116766711	7.38302981853485	NA	6.33733534812927	NA	NA	NA	6.56064820289612	NA
TOMM40	6.85412035609	7.06427782773972	NA	6.56925129890442	NA	NA	NA	6.74637150764465	NA
TOMM6	9.10192316062	8.72471678256989	NA	8.53271722793579	NA	NA	NA	8.95510387420654	NA
TOP3A	6.18229502503	6.33026117086411	NA	5.38314539194107	NA	NA	NA	5.58923053741455	NA
TOX4	6.74658149979	6.79001116752625	NA	6.39155256748199	NA	NA	NA	6.42085933685303	NA
TRA2A	7.54218064989	7.9682981967926	NA	7.09679901599884	NA	NA	NA	7.22691369056702	NA
TRAPPC2B	5.90496571868	5.18459641933441	NA	5.12458109855652	NA	NA	NA	5.11697864532471	NA
TRIM28	10.0992952043	10.0130794644356	NA	9.68138909339905	NA	NA	NA	10.2210941314697	NA
TRIP12	6.88007325388	7.02374845743179	NA	6.62750327587128	NA	NA	NA	6.69103860855103	NA
TWIST1	6.18467702068	10.4542743265629	NA	4.25628075003624	NA	NA	NA	4.79968842864037	NA
TXNDC5	7.93563653784	9.10647642612457	NA	7.34967935085297	NA	NA	NA	7.8751540184021	NA
TXNDC9	6.07017462515	5.64675164222717	NA	5.38215136528015	NA	NA	NA	5.57755279541016	NA
U2AF2	8.54947665481	8.44036269187927	NA	8.31425511837006	NA	NA	NA	8.45757460594177	NA
UBE2M	8.0944472217	7.40983444452286	NA	7.72278082370758	NA	NA	NA	7.55363869667053	NA
UBE2S	9.18348651446	8.93581342697144	NA	7.6718817949295	NA	NA	NA	8.78845405578613	NA
UCHL5	6.26209484537	5.83369964361191	NA	5.68770253658295	NA	NA	NA	5.76562333106995	NA
UPF3B	6.36369674484	5.64590412378311	NA	4.73999363183975	NA	NA	NA	5.11291253566742	NA
UTP11L	6.34234139743	6.80308431386948	NA	5.83448541164398	NA	NA	NA	6.10432767868042	NA
UTP18	6.01234519042	6.32443523406982	NA	5.9569376707077	NA	NA	NA	5.98380374908447	NA
UTP6	6.82247523231	6.79194217920303	NA	6.51287698745728	NA	NA	NA	6.54712176322937	NA
VPS45	6.88141990809	6.61664938926697	NA	6.40245521068573	NA	NA	NA	6.49854111671448	NA
WDR12	6.74308405555	7.41629189252853	NA	6.32670366764069	NA	NA	NA	6.43196725845337	NA
WDR43	6.27928556085	6.13359037041664	NA	5.13832318782806	NA	NA	NA	5.37870240211487	NA
WDR46	7.09761079663	7.24009746313095	NA	6.32695055007935	NA	NA	NA	6.42812943458557	NA
WDR74	6.75462031167	6.85750210285187	NA	6.59043645858765	NA	NA	NA	6.58519220352173	NA
WDR75	5.88044064789	6.41533643007278	NA	5.37483304738998	NA	NA	NA	5.65303421020508	NA
WRNIP1	6.44145028022	7.29735642671585	NA	6.22648870944977	NA	NA	NA	6.28593349456787	NA
WT1	5.97223312381	4.6227777544409	NA	0.277918633073568	NA	NA	NA	1.23948626220226	NA
YAE1D1	6.32517051238	6.0530366897583	NA	6.14565634727478	NA	NA	NA	6.12977147102356	NA
YKT6	7.98766194203	7.48019516468048	NA	7.63289952278137	NA	NA	NA	7.60954475402832	NA
YY1	6.60614607807	6.71981239318848	NA	6.1165965795517	NA	NA	NA	6.38705730438232	NA
ZBTB8OS	6.37799132691	6.73069852590561	NA	6.11108899116516	NA	NA	NA	6.15428495407104	NA
ZC3H18	5.97590527352	6.00779592990875	NA	5.77554500102997	NA	NA	NA	5.81392359733582	NA
ZMIZ2	7.25898994729	7.49439203739166	NA	7.08994364738464	NA	NA	NA	7.11099624633789	NA
ZNF274	6.33539035469	5.55702868103981	NA	5.51904344558716	NA	NA	NA	5.46700012683868	NA
ZNF444	6.11977116195	6.10351592302322	NA	6.09663724899292	NA	NA	NA	6.22656035423279	NA
ZNF544	6.21451341008	5.62364408373833	NA	5.45507657527924	NA	NA	NA	5.67543208599091	NA
ZNF580	6.7754456741	6.33517128229141	NA	6.56243455410004	NA	NA	NA	6.94715905189514	NA
ZNF787	5.92076967302	5.77666032314301	NA	5.61938273906708	NA	NA	NA	5.62626051902771	NA
ZNF814	6.55933884761	6.21747174859047	NA	5.39718222618103	NA	NA	NA	5.81232273578644	NA
ZPR1	7.22032995488	6.49915415048599	NA	6.26332890987396	NA	NA	NA	6.33191514015198	NA
