gene	measurement	pd_up1	pd_up2	pd_up3	pd_up4	outlier_threshold1	outlier_threshold2	outlier_threshold3	outlier_threshold4	accuracy_threshold1	accuracy_threshold2	accuracy_threshold3	accuracy_threshold4	percent_accurate_mean1	percent_accurate_mean2	percent_accurate_mean3	percent_accurate_mean4	percent_accurate_min1	percent_accurate_min2	percent_accurate_min3	percent_accurate_min4	percent_accurate_max1	percent_accurate_max2	percent_accurate_max3	percent_accurate_max4	percent_accurate1_S1	percent_accurate1_S2	percent_accurate1_S3	percent_accurate1_S4	percent_accurate1_S5	percent_accurate2_S1	percent_accurate2_S2	percent_accurate2_S3	percent_accurate2_S4	percent_accurate2_S5	percent_accurate3_S1	percent_accurate3_S2	percent_accurate3_S3	percent_accurate3_S4	percent_accurate3_S5	percent_accurate4_S1	percent_accurate4_S2	percent_accurate4_S3	percent_accurate4_S4	percent_accurate4_S5
DFFA	5.83238371655	TRUE	TRUE	FALSE	TRUE	5.61562469601631	5.41743355989456	NA	5.54464173316956	3.7164739336099166	7.1145894512731624	NA	4.933522850424634	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
DHX16	5.85374619701	TRUE	TRUE	FALSE	TRUE	5.58287596702576	5.3476499915123	NA	5.47076797485352	4.627297133630361	8.64568070539522	NA	6.542446653257696	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
DKC1	7.39248916197	TRUE	TRUE	FALSE	TRUE	6.96512693166733	6.23662805557251	NA	6.5344545841217	5.7810328962157636	15.63561448752221	NA	11.606842553958455	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
DMKN	7.30122180533	FALSE	TRUE	FALSE	TRUE	9.59542499482632	5.36825653910637	NA	6.88939720392227	NA	26.47454518930704	NA	5.6404888440328165	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
DNAAF5	5.95093492831	TRUE	TRUE	FALSE	FALSE	5.90428403019905	5.78211259841919	NA	6.02060890197754	0.7839255288949705	2.8369043171297634	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
DNAJC11	6.38335869539	TRUE	TRUE	FALSE	TRUE	6.19378954172134	5.88673436641693	NA	5.92550563812256	2.9697399553242194	7.779984686302011	NA	7.172604252963205	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
DNAJC2	6.33360262827	TRUE	TRUE	FALSE	TRUE	6.18410390615463	5.46446323394775	NA	6.1150666475296	2.3604057736126958	13.722670103155055	NA	3.45042140416208	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
DNAJC7	7.62197858435	TRUE	TRUE	FALSE	TRUE	7.53494429588318	7.23499250411987	NA	7.43669581413269	1.1418857650102219	5.077239143976571	NA	2.4309012176673583	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
DNMT3A	6.54966917073	FALSE	TRUE	FALSE	TRUE	8.02168565988541	4.75318723917007	NA	6.05551278591156	NA	27.428590433060013	NA	7.54475335986112	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
DPAGT1	5.99864683901	FALSE	TRUE	FALSE	TRUE	6.16888970136642	5.82497298717499	NA	5.97058367729187	NA	2.8952171464001895	NA	0.4678248690293195	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
DUS1L	7.51538446064	FALSE	TRUE	FALSE	TRUE	7.58089882135391	7.080038189888	NA	7.14774417877197	NA	5.7927345305089935	NA	4.891835990473363	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
DUXAP8	6.31867837374	FALSE	TRUE	FALSE	TRUE	9.57719081640244	5.39379227161407	NA	6.11675614118576	NA	14.637334699130975	NA	3.1956403002472102	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
DUXAP9	6.32282949763	FALSE	TRUE	FALSE	TRUE	8.29802304506302	4.12178882956505	NA	4.50632399320602	NA	34.811007775711346	NA	28.729313436411104	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EAPP	6.42240121558	TRUE	TRUE	FALSE	FALSE	6.28146958351135	6.41521620750427	NA	6.5753915309906	2.1943760182214436	0.11187417033834768	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EBNA1BP2	7.09117089003	TRUE	TRUE	FALSE	TRUE	7.03103125095367	6.97626292705536	NA	6.96700572967529	0.848091803299858	1.6204370865775877	NA	1.7509824862531875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ECHDC1	6.99435343686	TRUE	TRUE	FALSE	TRUE	6.61161661148071	6.44140887260437	NA	6.55850625038147	5.472083000013696	7.905585115868341	NA	6.2314149608401355	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EDC4	6.80271021929	FALSE	TRUE	FALSE	TRUE	7.17268621921539	6.49814963340759	NA	6.54995465278625	NA	4.477047765738825	NA	3.7155127641190258	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EEF1E1	6.30724635523	TRUE	TRUE	FALSE	TRUE	5.97439774870872	5.70240998268127	NA	5.92203688621521	5.277241251965382	9.589547299784746	NA	6.1074111794503265	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EIF2B4	6.44956137461	FALSE	TRUE	FALSE	TRUE	6.60552877187729	6.25757098197937	NA	6.26545119285583	NA	2.976797668542838	NA	2.8546155476395225	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EIF3B	8.98093926609	TRUE	TRUE	FALSE	TRUE	8.18407201766968	7.80977582931519	NA	7.83857870101929	8.872872032762883	13.040545115329508	NA	12.719833986451787	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EIF3G	8.78398041368	FALSE	TRUE	FALSE	TRUE	9.10911482572556	8.51232504844666	NA	8.54585838317871	NA	3.0926226202675586	NA	2.710867047590912	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EIF5B	7.03727239025	TRUE	TRUE	FALSE	TRUE	6.60264593362808	6.75148630142212	NA	6.81062722206116	6.176064141329625	4.06103491494561	NA	3.220639412833479	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ELAC2	6.48349335128	FALSE	TRUE	FALSE	TRUE	6.7152646780014	6.29978406429291	NA	6.40501976013184	NA	2.8334923325065313	NA	1.2103597072813677	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ELFN1-AS1	6.29847503474	TRUE	TRUE	FALSE	TRUE	1.97697073221207	0.409074537456036	NA	0.56627131998539	68.61191445059559	93.50518125102131	NA	91.00939010058701	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ELP2	6.49265437102	FALSE	TRUE	FALSE	TRUE	7.03804820775986	6.2041642665863	NA	6.40858626365662	NA	4.443330692626693	NA	1.2948187684010892	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EMC9	6.04919510562	FALSE	TRUE	FALSE	TRUE	7.28082996606827	5.80302739143372	NA	5.80250978469849	NA	4.069429236256205	NA	4.077985857859458	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EME1	5.87405920314	FALSE	TRUE	FALSE	TRUE	6.0485063791275	4.39059510827065	NA	5.15389037132263	NA	25.254496823531486	NA	12.26015616990038	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSA	8.24093440226	FALSE	TRUE	FALSE	TRUE	8.68421548604965	8.20887649059296	NA	8.17400717735291	NA	0.3890082131736049	NA	0.812131508882486	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERAL1	6.80877115933	TRUE	TRUE	FALSE	TRUE	6.47068512439728	6.63951444625854	NA	6.654625415802	4.965448640015519	2.4858628541147163	NA	2.263928981028761	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERVK3-1	7.30915799357	TRUE	TRUE	FALSE	TRUE	6.37703704833984	6.94164478778839	NA	6.74275255203247	12.752781456498328	5.028119601531643	NA	7.7492570558169325	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EXOSC1	5.98025384599	FALSE	TRUE	FALSE	TRUE	6.07453626394272	5.57430696487427	NA	5.92866182327271	NA	6.788121233146875	NA	0.862706233647326	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EXOSC3	6.27295630794	TRUE	TRUE	FALSE	TRUE	5.7373389005661	5.24354547262192	NA	5.83522200584412	8.53851646784056	16.41029818771577	NA	6.978118140912571	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FAM126A	5.94813357784	FALSE	TRUE	FALSE	TRUE	6.31409379839897	5.8630006313324	NA	5.73145842552185	NA	1.431254785951111	NA	3.642741869909951	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FAM136A	6.71094415458	TRUE	TRUE	FALSE	TRUE	6.26028442382812	5.56728398799896	NA	6.37451696395874	6.715295498984592	17.04171783042673	NA	5.013112654076537	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FAM177A1	6.81813476081	FALSE	TRUE	FALSE	TRUE	7.05929309129715	6.61828303337097	NA	6.70038175582886	NA	2.931178899363484	NA	1.7270559927617266	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FAM50A	7.56635853269	FALSE	TRUE	FALSE	TRUE	8.61923629045486	7.36688029766083	NA	7.41902995109558	NA	2.636383594133634	NA	1.947153058606664	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FAM98A	6.19239145691	FALSE	TRUE	FALSE	TRUE	6.26746153831482	6.10314905643463	NA	6.18279957771301	NA	1.4411621276911746	NA	0.15489781716378392	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FARSB	5.82807299787	TRUE	TRUE	FALSE	TRUE	5.69386148452759	5.65786194801331	NA	5.62333655357361	2.3028454412197754	2.920537370051765	NA	3.512935482640918	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBRS	6.27482073704	FALSE	TRUE	FALSE	TRUE	6.51531100273132	6.12134075164795	NA	6.27130174636841	NA	2.44596605742159	NA	0.056081134729751424	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FHOD1	5.8321305011	FALSE	TRUE	FALSE	TRUE	6.69064596295357	5.67307358980179	NA	5.72336077690125	NA	2.7272522668724593	NA	1.865008407789149	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FIP1L1	7.15370401967	TRUE	TRUE	FALSE	TRUE	6.61964160203934	6.72311663627625	NA	6.8236072063446	7.465536960463967	6.0190830122380925	NA	4.614348209231998	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FKBP4	7.5491300614	TRUE	TRUE	FALSE	TRUE	7.41368299722672	6.55085074901581	NA	6.69580602645874	1.7942075851341253	13.223766238822188	NA	11.303607541542462	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FLAD1	6.49057013045	TRUE	TRUE	FALSE	TRUE	6.16735684871674	5.9938600063324	NA	6.22026610374451	4.9797363750363015	7.652796505307345	NA	4.164565227288426	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FLII	8.2427930236	FALSE	TRUE	FALSE	TRUE	9.4500560760498	8.00550997257233	NA	7.95893788337708	NA	2.8786729249212475	NA	3.443676668942354	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FOXC1	5.86220339905	FALSE	TRUE	FALSE	TRUE	6.5263375043869	3.8053483068943	NA	4.79027950763702	NA	35.086723406578216	NA	18.28534116688429	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FOXP4	7.12111903912	FALSE	TRUE	FALSE	TRUE	7.12297466397285	5.17488825321198	NA	6.16377925872803	NA	27.33040657256766	NA	13.443670512075503	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FTSJ1	6.09845324631	FALSE	TRUE	FALSE	TRUE	6.91807401180267	5.89188408851624	NA	5.94215393066406	NA	3.3872385250923975	NA	2.5629337363619618	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FTSJ2	6.73809225962	TRUE	TRUE	FALSE	TRUE	6.01065254211426	5.80012083053589	NA	5.92556476593018	10.795929908308572	13.920430189197322	NA	12.058717250862383	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FTSJ3	6.27556583456	FALSE	TRUE	FALSE	TRUE	6.43066281080246	6.11293387413025	NA	6.1729850769043	NA	2.5915107054430697	NA	1.6346057130144327	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GALE	6.30524096595	TRUE	TRUE	FALSE	TRUE	5.70221534371376	5.72924470901489	NA	5.76179981231689	9.563879088725407	9.135198163649024	NA	8.618880016923047	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GARS	8.42618087465	FALSE	TRUE	FALSE	TRUE	8.68491166830063	7.52852392196655	NA	7.90424346923828	NA	10.653188746327936	NA	6.194234531351669	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GEMIN2	6.50446149653	TRUE	TRUE	FALSE	TRUE	5.40789371728897	5.00505387783051	NA	5.07953381538391	16.85870198210916	23.05198700152802	NA	21.906927758835383	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GET4	7.02890061573	TRUE	TRUE	FALSE	TRUE	6.88491922616959	6.35981738567352	NA	6.39933562278748	2.0484197662176844	9.519031021140572	NA	8.956806012217813	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GGA2	6.41920177385	FALSE	TRUE	FALSE	TRUE	7.25315654277802	5.79790204763412	NA	6.10147166252136	NA	9.678769231820661	NA	4.949682569926102	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GGCT	8.16369998708	TRUE	TRUE	FALSE	TRUE	6.81450325250626	6.65652644634247	NA	6.69878196716309	16.52677997365165	18.461892807462377	NA	17.94429023892734	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GMPR2	7.02812708232	FALSE	TRUE	FALSE	TRUE	7.0793149471283	6.79685091972351	NA	7.02043294906616	NA	3.2907225479500797	NA	0.10947629665370223	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GNPDA1	6.57031112432	FALSE	TRUE	FALSE	TRUE	6.62436032295227	6.40153408050537	NA	6.49433040618896	NA	2.5687831309829696	NA	1.1564249651709324	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GPATCH4	6.35438163211	TRUE	TRUE	FALSE	TRUE	5.93534713983536	5.9499454498291	NA	6.02829074859619	6.594418096596087	6.364681973729762	NA	5.131748490931138	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GPC3	8.71417681627	FALSE	TRUE	FALSE	TRUE	13.6786153316498	3.17516899108887	NA	7.24983966350555	NA	63.56317919599016	NA	16.80407895821469	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GRPEL1	5.8696246862	FALSE	TRUE	FALSE	TRUE	5.92055666446686	5.64357769489288	NA	5.81385946273804	NA	3.8511319444082406	NA	0.9500645517092263	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTF2E2	5.9267110991	TRUE	TRUE	FALSE	TRUE	5.87239164113998	5.02540415525436	NA	5.79374742507935	0.916519416110383	15.207539709207499	NA	2.243464744567038	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTF2H4	6.33485426933	TRUE	TRUE	FALSE	TRUE	6.03985029459	5.93851661682129	NA	5.92698621749878	4.656839166265478	6.25646045920214	NA	6.438475685319241	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTF3C2	6.82413137939	FALSE	TRUE	FALSE	TRUE	6.88460713624954	6.14526534080505	NA	6.43677997589111	NA	9.948021232932836	NA	5.67620085200521	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTF3C6	7.60414547344	TRUE	TRUE	FALSE	TRUE	7.35599136352539	7.60175490379333	NA	7.58358979225159	3.2634056092347365	0.03143771584881234	NA	0.27032204026353757	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HARS2	6.00315244867	TRUE	TRUE	FALSE	TRUE	5.6879620552063	5.27140426635742	NA	5.30779957771301	5.2504146139672105	12.189398629626652	NA	11.583128646200638	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HBS1L	6.91934008244	TRUE	TRUE	FALSE	TRUE	6.74948865175247	6.51661717891693	NA	6.59273791313171	2.454734536297486	5.820250178844446	NA	4.720134657597551	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HEIH	5.93002764088	FALSE	TRUE	FALSE	TRUE	6.67363274097443	5.80836665630341	NA	5.91555547714233	NA	2.0516090639762234	NA	0.24404884115382658	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMGA2	6.10076744957	FALSE	TRUE	FALSE	TRUE	10.2354480922222	0.960226505994797	NA	4.31705896137282	NA	84.2605620697364	NA	29.237444353380514	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMGB3	8.3927038072	FALSE	TRUE	FALSE	TRUE	9.01034390926361	7.40930759906769	NA	7.95149707794189	NA	11.717275275325058	NA	5.257027286958514	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMGN3	9.38394184246	TRUE	TRUE	FALSE	TRUE	8.40223199129105	7.75942897796631	NA	7.97292065620422	10.461593514219771	17.311625452996456	NA	15.03655084339143	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HNRNPA2B1	10.7755032886	FALSE	TRUE	FALSE	TRUE	10.8156238794327	10.4253885746002	NA	10.5101375579834	NA	3.249172726532459	NA	2.4626759744702076	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HNRNPAB	8.56666296296	FALSE	TRUE	FALSE	TRUE	8.63267982006073	7.95982265472412	NA	8.56028366088867	NA	7.083742069224602	NA	0.07446659333877093	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HNRNPC	10.2154237925	TRUE	TRUE	FALSE	FALSE	10.2030755281448	9.935631275177	NA	10.2186679840088	0.1208786302558108	2.738922270933276	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HNRNPH1	9.58918296704	FALSE	TRUE	FALSE	TRUE	10.5512786507607	9.53145051002502	NA	9.5003707408905	NA	0.6020581441966097	NA	0.9261709413071568	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
