expression_bin	bin_median	UMEND	parent_id	pct_accurately_measured	n_genes_in_bin	expression_bin_label
(0,1]	0	897386.4	TH_Eval_018	0.004444864762625307	10574	0-1 (n=10574)
(0,1]	0	964752.75	TH_Eval_016	0.006666183609883342	13801	0-1 (n=13801)
(0,1]	0	966290.05	TH_Eval_015	0.007814942169427946	12796	0-1 (n=12796)
(0,1]	0	968801.745	TH_Eval_019	0.007171499074645281	12968	0-1 (n=12968)
(0,1]	0	969044.31	TH_Eval_014	0.007421960270683257	13743	0-1 (n=13743)
(0,1]	4	3850360.41	TH_Eval_016	0.028331280342004203	13801	0-1 (n=13801)
(0,1]	4	3989494.615	TH_Eval_019	0.02513880320789636	12968	0-1 (n=12968)
(0,1]	4	4006874.005	TH_Eval_015	0.02954048140043764	12796	0-1 (n=12796)
(0,1]	4	4022359.965	TH_Eval_014	0.028960197918940552	13743	0-1 (n=13743)
(0,1]	4	4038616.96	TH_Eval_018	0.024494041989786268	10574	0-1 (n=10574)
(0,1]	8	7754740.725	TH_Eval_016	0.0480399971016593	13801	0-1 (n=13801)
(0,1]	8	7973217.99	TH_Eval_014	0.05690169540857164	13743	0-1 (n=13743)
(0,1]	8	8017311.505	TH_Eval_015	0.04790559549859331	12796	0-1 (n=12796)
(0,1]	8	8032662	TH_Eval_019	0.05282233189389266	12968	0-1 (n=12968)
(0,1]	8	8047283.115	TH_Eval_018	0.04539436353319463	10574	0-1 (n=10574)
(0,1]	12	11590923.45	TH_Eval_016	0.06905296717629157	13801	0-1 (n=13801)
(0,1]	12	11889324.99	TH_Eval_014	0.07676635378010624	13743	0-1 (n=13743)
(0,1]	12	12000172.32	TH_Eval_019	0.07487661937075879	12968	0-1 (n=12968)
(0,1]	12	12007425.805	TH_Eval_018	0.06317382258369586	10574	0-1 (n=10574)
(0,1]	12	12047860.87	TH_Eval_015	0.0722882150672085	12796	0-1 (n=12796)
(0,1]	16	15450346	TH_Eval_016	0.0768060285486559	13801	0-1 (n=13801)
(0,1]	16	15906303	TH_Eval_015	0.08854329477961863	12796	0-1 (n=12796)
(0,1]	16	15987080.665	TH_Eval_018	0.0813315679969737	10574	0-1 (n=10574)
(0,1]	16	15988293	TH_Eval_019	0.08058297347316472	12968	0-1 (n=12968)
(0,1]	16	15997868.72	TH_Eval_014	0.0898639307283708	13743	0-1 (n=13743)
(0,1]	20	19318564.015	TH_Eval_016	0.10071733932323744	13801	0-1 (n=13801)
(0,1]	20	19958188.32	TH_Eval_015	0.11206627070959675	12796	0-1 (n=12796)
(0,1]	20	19974189.76	TH_Eval_014	0.11635014189041694	13743	0-1 (n=13743)
(0,1]	20	19977471.635	TH_Eval_018	0.10923018725174957	10574	0-1 (n=10574)
(0,1]	20	19990852.56	TH_Eval_019	0.09762492288710672	12968	0-1 (n=12968)
(0,1]	24	23185251.405	TH_Eval_016	0.1194116368379103	13801	0-1 (n=13801)
(0,1]	24	23900691.655	TH_Eval_018	0.11310762247020995	10574	0-1 (n=10574)
(0,1]	24	23974325.24	TH_Eval_014	0.12202575856799826	13743	0-1 (n=13743)
(0,1]	24	23990511.24	TH_Eval_019	0.12006477483035163	12968	0-1 (n=12968)
(0,1]	24	23993612.64	TH_Eval_015	0.1297280400125039	12796	0-1 (n=12796)
(0,1]	28	27096721.13	TH_Eval_016	0.1833200492717919	13801	0-1 (n=13801)
(0,1]	28	27976524.66	TH_Eval_014	0.16466564796623737	13743	0-1 (n=13743)
(0,1]	28	27989639.64	TH_Eval_019	0.15661628624305984	12968	0-1 (n=12968)
(0,1]	28	28009172.16	TH_Eval_015	0.18740231322288214	12796	0-1 (n=12796)
(0,1]	28	28144523.23	TH_Eval_018	0.16578399848685454	10574	0-1 (n=10574)
(0,1]	32	30952174.325	TH_Eval_016	0.16324903992464315	13801	0-1 (n=13801)
(0,1]	32	31972725.78	TH_Eval_014	0.1619733682602052	13743	0-1 (n=13743)
