expression_bin	bin_median	UMEND	parent_id	pct_accurately_measured	n_genes_in_bin	expression_bin_label
(0,1]	0	897386.4	TH_Eval_018	8.511443162473993e-4	10574	0-1 (n=10574)
(0,1]	0	964752.75	TH_Eval_016	0.002173755524961959	13801	0-1 (n=13801)
(0,1]	0	966290.05	TH_Eval_015	0.002344482650828384	12796	0-1 (n=12796)
(0,1]	0	968801.745	TH_Eval_019	0.0024676125848241827	12968	0-1 (n=12968)
(0,1]	0	969044.31	TH_Eval_014	0.002473986756894419	13743	0-1 (n=13743)
(0,1]	4	3850360.41	TH_Eval_016	0.009781899862328816	13801	0-1 (n=13801)
(0,1]	4	3989494.615	TH_Eval_019	0.008482418260333127	12968	0-1 (n=12968)
(0,1]	4	4006874.005	TH_Eval_015	0.01164426383244764	12796	0-1 (n=12796)
(0,1]	4	4022359.965	TH_Eval_014	0.009750418394819181	13743	0-1 (n=13743)
(0,1]	4	4038616.96	TH_Eval_018	0.008700586343862303	10574	0-1 (n=10574)
(0,1]	8	7754740.725	TH_Eval_016	0.0178972538221868	13801	0-1 (n=13801)
(0,1]	8	7973217.99	TH_Eval_014	0.0213927090154988	13743	0-1 (n=13743)
(0,1]	8	8017311.505	TH_Eval_015	0.018365114098155673	12796	0-1 (n=12796)
(0,1]	8	8032662	TH_Eval_019	0.016579272054287476	12968	0-1 (n=12968)
(0,1]	8	8047283.115	TH_Eval_018	0.019576319273690183	10574	0-1 (n=10574)
(0,1]	12	11590923.45	TH_Eval_016	0.022099847837113253	13801	0-1 (n=13801)
(0,1]	12	11889324.99	TH_Eval_014	0.03128865604307648	13743	0-1 (n=13743)
(0,1]	12	12000172.32	TH_Eval_019	0.0283775447254781	12968	0-1 (n=12968)
(0,1]	12	12007425.805	TH_Eval_018	0.02818233402685833	10574	0-1 (n=10574)
(0,1]	12	12047860.87	TH_Eval_015	0.03055642388246327	12796	0-1 (n=12796)
(0,1]	16	15450346	TH_Eval_016	0.029345699586986452	13801	0-1 (n=13801)
(0,1]	16	15906303	TH_Eval_015	0.04446702094404501	12796	0-1 (n=12796)
(0,1]	16	15987080.665	TH_Eval_018	0.03451863060336675	10574	0-1 (n=10574)
(0,1]	16	15988293	TH_Eval_019	0.03739975323874152	12968	0-1 (n=12968)
(0,1]	16	15997868.72	TH_Eval_014	0.04154842465255039	13743	0-1 (n=13743)
(0,1]	20	19318564.015	TH_Eval_016	0.040794145351786104	13801	0-1 (n=13801)
(0,1]	20	19958188.32	TH_Eval_015	0.05259456080025008	12796	0-1 (n=12796)
(0,1]	20	19974189.76	TH_Eval_014	0.04933420650512988	13743	0-1 (n=13743)
(0,1]	20	19977471.635	TH_Eval_018	0.047758653300548515	10574	0-1 (n=10574)
(0,1]	20	19990852.56	TH_Eval_019	0.047270203578038246	12968	0-1 (n=12968)
(0,1]	24	23185251.405	TH_Eval_016	0.05521339033403377	13801	0-1 (n=13801)
(0,1]	24	23900691.655	TH_Eval_018	0.057594098732740684	10574	0-1 (n=10574)
(0,1]	24	23974325.24	TH_Eval_014	0.061267554391326494	13743	0-1 (n=13743)
(0,1]	24	23990511.24	TH_Eval_019	0.06084207279457125	12968	0-1 (n=12968)
(0,1]	24	23993612.64	TH_Eval_015	0.06916223819943733	12796	0-1 (n=12796)
(0,1]	28	27096721.13	TH_Eval_016	0.06695167016882834	13801	0-1 (n=13801)
(0,1]	28	27976524.66	TH_Eval_014	0.08164156297751583	13743	0-1 (n=13743)
(0,1]	28	27989639.64	TH_Eval_019	0.07680444170265269	12968	0-1 (n=12968)
(0,1]	28	28009172.16	TH_Eval_015	0.09315411065958112	12796	0-1 (n=12796)
(0,1]	28	28144523.23	TH_Eval_018	0.08237185549460942	10574	0-1 (n=10574)
(0,1]	32	30952174.325	TH_Eval_016	0.06847329903630171	13801	0-1 (n=13801)
(0,1]	32	31972725.78	TH_Eval_014	0.08105944844648184	13743	0-1 (n=13743)
(0,1]	32	31990588.2	TH_Eval_019	0.07387415175817397	12968	0-1 (n=12968)
(0,1]	32	31994860.68	TH_Eval_015	0.09518599562363239	12796	0-1 (n=12796)
(0,1]	32	32056015.6	TH_Eval_018	0.07726498959712502	10574	0-1 (n=10574)
(0,1]	36	34734143.3	TH_Eval_016	0.08318237808854431	13801	0-1 (n=13801)
(0,1]	36	35967986.36	TH_Eval_014	0.09262897475078222	13743	0-1 (n=13743)
(0,1]	36	35987718.24	TH_Eval_019	0.09199568167797656	12968	0-1 (n=12968)
(0,1]	36	35998955.75	TH_Eval_018	0.09646302250803858	10574	0-1 (n=10574)
(0,1]	36	35999476.92	TH_Eval_015	0.11753673022819631	12796	0-1 (n=12796)
(0,1]	40	38477743.555	TH_Eval_016	0.1155713354104775	13801	0-1 (n=13801)
(0,1]	40	39959708.44	TH_Eval_018	0.12218649517684887	10574	0-1 (n=10574)
(0,1]	40	39962799.63	TH_Eval_014	0.11096558247835261	13743	0-1 (n=13743)
(0,1]	40	39984104.52	TH_Eval_019	0.11158235657001851	12968	0-1 (n=12968)
(0,1]	40	40000910.04	TH_Eval_015	0.15051578618318223	12796	0-1 (n=12796)
(0,1]	44	42709556	TH_Eval_016	0.1613651184696761	13801	0-1 (n=13801)
(0,1]	44	43943899.52	TH_Eval_018	0.16890486097976168	10574	0-1 (n=10574)
(0,1]	44	43964723.12	TH_Eval_014	0.15411482209124644	13743	0-1 (n=13743)
(0,1]	44	43982804.16	TH_Eval_019	0.14944478716841456	12968	0-1 (n=12968)
(0,1]	44	43994414.88	TH_Eval_015	0.21889653016567678	12796	0-1 (n=12796)
(0,1]	48	47948681.84	TH_Eval_018	1	10574	0-1 (n=10574)
(0,1]	48	47973977	TH_Eval_014	1	13743	0-1 (n=13743)
(0,1]	48	47987492.4	TH_Eval_019	1	12968	0-1 (n=12968)
(0,1]	48	47989150.56	TH_Eval_015	1	12796	0-1 (n=12796)
(0,1]	48	48260261.2	TH_Eval_016	1	13801	0-1 (n=13801)
(1,3]	0	897386.4	TH_Eval_018	0.042693288020390824	4708	1-3 (n=4708)
(1,3]	0	964752.75	TH_Eval_016	0.04016006860082893	6997	1-3 (n=6997)
(1,3]	0	966290.05	TH_Eval_015	0.049644128113879006	5620	1-3 (n=5620)
(1,3]	0	968801.745	TH_Eval_019	0.04010889292196007	5510	1-3 (n=5510)
(1,3]	0	969044.31	TH_Eval_014	0.05767743930725221	6467	1-3 (n=6467)
(1,3]	4	3850360.41	TH_Eval_016	0.09103901672145205	6997	1-3 (n=6997)
(1,3]	4	3989494.615	TH_Eval_019	0.10399274047186932	5510	1-3 (n=5510)
(1,3]	4	4006874.005	TH_Eval_015	0.10444839857651246	5620	1-3 (n=5620)
(1,3]	4	4022359.965	TH_Eval_014	0.11721045306942941	6467	1-3 (n=6467)
(1,3]	4	4038616.96	TH_Eval_018	0.10025488530161428	4708	1-3 (n=4708)
(1,3]	8	7754740.725	TH_Eval_016	0.12805488066314136	6997	1-3 (n=6997)
(1,3]	8	7973217.99	TH_Eval_014	0.16808411937528994	6467	1-3 (n=6467)
(1,3]	8	8017311.505	TH_Eval_015	0.14466192170818507	5620	1-3 (n=5620)
(1,3]	8	8032662	TH_Eval_019	0.147005444646098	5510	1-3 (n=5510)
(1,3]	8	8047283.115	TH_Eval_018	0.13423959218351741	4708	1-3 (n=4708)
(1,3]	12	11590923.45	TH_Eval_016	0.1639273974560526	6997	1-3 (n=6997)
(1,3]	12	11889324.99	TH_Eval_014	0.21215401267975878	6467	1-3 (n=6467)
(1,3]	12	12000172.32	TH_Eval_019	0.17840290381125226	5510	1-3 (n=5510)
(1,3]	12	12007425.805	TH_Eval_018	0.17565845369583688	4708	1-3 (n=4708)
(1,3]	12	12047860.87	TH_Eval_015	0.19608540925266904	5620	1-3 (n=5620)
(1,3]	16	15450346	TH_Eval_016	0.1996569958553666	6997	1-3 (n=6997)
(1,3]	16	15906303	TH_Eval_015	0.24679715302491104	5620	1-3 (n=5620)
(1,3]	16	15987080.665	TH_Eval_018	0.20943075615972812	4708	1-3 (n=4708)
(1,3]	16	15988293	TH_Eval_019	0.21361161524500907	5510	1-3 (n=5510)
(1,3]	16	15997868.72	TH_Eval_014	0.236585743002938	6467	1-3 (n=6467)
(1,3]	20	19318564.015	TH_Eval_016	0.227811919394026	6997	1-3 (n=6997)
(1,3]	20	19958188.32	TH_Eval_015	0.2782918149466192	5620	1-3 (n=5620)
(1,3]	20	19974189.76	TH_Eval_014	0.2723055512602443	6467	1-3 (n=6467)
(1,3]	20	19977471.635	TH_Eval_018	0.2457519116397621	4708	1-3 (n=4708)
(1,3]	20	19990852.56	TH_Eval_019	0.23901996370235934	5510	1-3 (n=5510)
(1,3]	24	23185251.405	TH_Eval_016	0.2674003144204659	6997	1-3 (n=6997)
(1,3]	24	23900691.655	TH_Eval_018	0.25955819881053527	4708	1-3 (n=4708)
(1,3]	24	23974325.24	TH_Eval_014	0.3019947425390444	6467	1-3 (n=6467)
(1,3]	24	23990511.24	TH_Eval_019	0.2676950998185118	5510	1-3 (n=5510)
(1,3]	24	23993612.64	TH_Eval_015	0.3225978647686833	5620	1-3 (n=5620)
(1,3]	28	27096721.13	TH_Eval_016	0.30327283121337717	6997	1-3 (n=6997)
(1,3]	28	27976524.66	TH_Eval_014	0.34297201175197156	6467	1-3 (n=6467)
(1,3]	28	27989639.64	TH_Eval_019	0.28566243194192376	5510	1-3 (n=5510)
(1,3]	28	28009172.16	TH_Eval_015	0.3494661921708185	5620	1-3 (n=5620)
(1,3]	28	28144523.23	TH_Eval_018	0.29949022939677145	4708	1-3 (n=4708)
(1,3]	32	30952174.325	TH_Eval_016	0.3410032871230527	6997	1-3 (n=6997)
(1,3]	32	31972725.78	TH_Eval_014	0.356734188959332	6467	1-3 (n=6467)
(1,3]	32	31990588.2	TH_Eval_019	0.3103448275862069	5510	1-3 (n=5510)
(1,3]	32	31994860.68	TH_Eval_015	0.3914590747330961	5620	1-3 (n=5620)
(1,3]	32	32056015.6	TH_Eval_018	0.33305012744265083	4708	1-3 (n=4708)
(1,3]	36	34734143.3	TH_Eval_016	0.39588395026439904	6997	1-3 (n=6997)
(1,3]	36	35967986.36	TH_Eval_014	0.37791866398639246	6467	1-3 (n=6467)
(1,3]	36	35987718.24	TH_Eval_019	0.3431941923774955	5510	1-3 (n=5510)
(1,3]	36	35998955.75	TH_Eval_018	0.368946474086661	4708	1-3 (n=4708)
(1,3]	36	35999476.92	TH_Eval_015	0.4295373665480427	5620	1-3 (n=5620)
(1,3]	40	38477743.555	TH_Eval_016	0.44776332714020295	6997	1-3 (n=6997)
(1,3]	40	39959708.44	TH_Eval_018	0.40994052676295667	4708	1-3 (n=4708)
(1,3]	40	39962799.63	TH_Eval_014	0.3905984227617133	6467	1-3 (n=6467)
(1,3]	40	39984104.52	TH_Eval_019	0.3627949183303085	5510	1-3 (n=5510)
(1,3]	40	40000910.04	TH_Eval_015	0.4884341637010676	5620	1-3 (n=5620)
(1,3]	44	42709556	TH_Eval_016	0.5256538516507074	6997	1-3 (n=6997)
(1,3]	44	43943899.52	TH_Eval_018	0.4369158878504673	4708	1-3 (n=4708)
(1,3]	44	43964723.12	TH_Eval_014	0.4107004793567342	6467	1-3 (n=6467)
(1,3]	44	43982804.16	TH_Eval_019	0.3851179673321234	5510	1-3 (n=5510)
(1,3]	44	43994414.88	TH_Eval_015	0.5434163701067616	5620	1-3 (n=5620)
(1,3]	48	47948681.84	TH_Eval_018	1	4708	1-3 (n=4708)
(1,3]	48	47973977	TH_Eval_014	1	6467	1-3 (n=6467)
(1,3]	48	47987492.4	TH_Eval_019	1	5510	1-3 (n=5510)
